0.045, 0.01
0.045, 0.0038641
0.05, 0.00308328
0.055, 0.00202315
0.06, 0.00167763
0.065, 0.0011794
0.07, 0.00090204
0.075, 0.000770031
0.08, 0.000646897
0.085, 0.000597288
0.09, 0.000586169
0.095, 0.000551055
0.1, 0.000534331
0.105, 0.000533531
0.11, 0.000524964
0.115, 0.000522857
0.12, 0.000519458
0.125, 0.00051345
0.13, 0.000521768
0.135, 0.000537127
0.14, 0.000528516
0.145, 0.000543063
0.15, 0.000545823
0.155, 0.000565808
0.16, 0.000571587
0.165, 0.000592545
0.17, 0.000606696
0.175, 0.000621112
0.18, 0.000636343
0.185, 0.00066687
0.19, 0.000688318
0.195, 0.000690646
0.2, 0.000704288
0.205, 0.000723204
0.21, 0.000730493
0.215, 0.000858873
0.22, 0.000907928
0.225, 0.000970768
0.23, 0.00100628
0.235, 0.00102891
0.24, 0.00108139
0.245, 0.00112381
0.25, 0.00120278
0.255, 0.00130482
0.26, 0.00131533
0.265, 0.00135783
0.27, 0.00147734
0.275, 0.00152976
0.28, 0.00145025
0.285, 0.00149316
0.29, 0.00158481
0.295, 0.00165865
0.3, 0.00192189
0.305, 0.00193141
0.31, 0.00193255
0.315, 0.00194988
0.32, 0.00201644
0.325, 0.00204268
0.33, 0.0019996
0.335, 0.00236681
0.34, 0.00282198
0.345, 0.00313088
0.355, 0.00284249
0.36, 0.00265116
0.365, 0.0031644
0.37, 0.00317584
0.375, 0.00318886
0.38, 0.00351168
0.385, 0.00289214
0.39, 0.00254439
0.395, 0.00277075
0.4, 0.00270768
0.405, 0.00276433
0.41, 0.00386343
0.415, 0.00386594
0.42, 0.00389951
0.43, 0.00391901
0.435, 0.00377978
0.44, 0.00370687
0.445, 0.00395033
0.445, 0.01
